id,count
efb4acf9-14c2-4dd2-945a-c1630846bf7e,161
bd1fb24d-ed95-48ea-8d69-004080c0fbb3,5
cc743049-c779-4ab5-9ff1-3f25511bd763,4
88402698-b444-4d2d-b6dd-498f24487391,13
aa32e80f-316f-4f9e-81e4-4d2112a0a48f,3
61466114-e3ff-4d24-8fcd-3cc2e533dfec,3
37820018-2696-469b-85db-9ad502445b15,11
73f429c4-0153-459c-97cd-c5b3ce07ed16,13
0964e9ed-658d-4e7b-a269-aa2a5c9cb10a,7
30fdfcc2-6339-46cd-b169-b5f84e8f488e,5
4cfe9412-b867-43eb-829c-cd1ead2702b4,3
3cb183ce-738e-4f35-85cb-61e90b2569fc,7
aa487195-7297-4674-9843-05564d7e56dc,5
a8ea3492-992b-4cf9-9088-8424306c2b5a,43
487c07cd-9695-4e97-ab08-e4f40050eea9,13
aa0963cc-5044-42b9-b079-dd60292cc655,7
38a85216-e40d-4fa5-9059-0b3353c8f644,7
a6dd3b28-9770-4ebb-a0d0-a5c5b1eab0a0,7
de49b7e7-147e-4a1e-b8b3-6176a37be9f1,23
b6459be2-8895-49cd-b438-52a3b50c394c,5
d1bb01d2-34b7-415b-b887-146370b8b3d7,3
e465d4d2-985f-45da-85f3-92fc6b38ad5a,21
4b97408a-22cb-4b84-9c55-122825ead5a7,13
