id,count
a9cd16ac-14eb-4fc9-8a1c-541cb2671d7b,4
14ed6447-3f1a-4a4b-84bf-25c7712e667d,9
c201a770-6bf0-463d-b9a6-7de836cc26f6,136
2c3515ac-d3d8-4bb4-8105-ff20935d2966,5
105430ab-f431-4bb2-a149-9ccbbae2b1dd,10
6f4adaa7-2dec-40a9-968a-6296a1f829d9,7
65a78feb-0645-4429-bf43-29219d7cd247,3
80c0fc2f-94ca-4a57-8a8c-860b1d1b709d,7
7824dd64-5865-41f7-81d7-380b1e331d73,33
edc1ac2b-33e0-4265-9886-299d38306163,10
13c6480c-872a-4217-9f8d-b2505927c9c7,9
43607b76-8504-4738-b696-628ca8de8455,4
af0701ee-0f48-4e65-99b3-58c459c75dd4,7
3c00bf0a-de6b-4d2f-bab5-e83f29f1a2fd,19
2f1941b8-d360-4004-86c0-4ba1a5ee7a70,17
70c861f1-a0fa-4111-bfd9-395767d1a264,121
aefd0297-a6dc-40e1-8515-855a861bca96,13
c3c4459a-160b-4986-97d2-1394008ca839,13
dba118a4-07c6-4405-abdb-efc5d8de1c60,5
db8f06fc-d248-4614-b1e4-07e42a980e1a,5
da36ab82-9b60-4706-835d-4a2071fdb328,17
811985f4-4011-4069-96a3-abf615235228,17
