id,count
356c0684-4e6b-4852-aafd-812c011f2947,4
beca29df-512e-4e4b-8710-1dd54410fb53,3
9444b1d6-798f-47b5-a3d5-252dfb0c9d28,4
24a93da8-d601-4336-92be-03112fce2a47,3
c6b38953-e6a0-440b-8594-a5f12b07ede7,4
ba73c036-01cd-4667-ac8b-b8857d14b425,7
bf42ad46-8e50-4378-87b1-7c3d49a88733,3
37820018-2696-469b-85db-9ad502445b15,3
049f5ca3-f216-4b4e-8440-c3746f9c74df,5
a11f056e-8ab6-4555-bfa1-be951a566481,4
3da98f21-fd81-439d-a4ab-efd6a5a9ac7e,7
d00986c4-0681-4742-bb57-193fdb8affa6,5
608a1992-d8ad-4ac9-9356-11c284da08f1,3
76920ecd-9f35-4b47-bb61-d4b31d45f931,3
679e2b2b-3154-4511-87f8-1f64ab368b03,5
d2e94f63-7f70-430d-a74c-b9a387a92c17,3
ad74a862-099c-4014-a6c8-efc7b87632e2,3
c33a1ced-3c7b-449f-a24b-057ae82ef180,10
61e61c8f-6f56-4361-9c1b-ffeb0f42d960,4
2139e7db-b323-4df6-8b73-28a3dd98f8a3,3
68cc2923-c869-40c0-b8e5-79d70ae4ff7e,11
0a62e833-3528-47e3-bc29-9567600fc346,4
487c07cd-9695-4e97-ab08-e4f40050eea9,4
0b1dd309-23cc-45bc-9cc8-c4d720af371c,7
0cac700c-ea04-4ce8-bcc6-2f707c66be66,3
29a57d9d-2b86-4306-9c9d-d2da4c06011c,15
60b3065c-adfe-46a2-bdeb-2383eec57576,5
2e55c178-4214-49d3-a22f-1295855ee9ba,9
0592ec60-80df-4b51-ae28-4c98b1977b62,3
b11078e4-b5ad-4414-8d16-284fccb9c9cf,3
35b071d5-2ec2-45fb-a621-d53d44e665a1,4
5abae172-feed-4149-be01-ff3e432c37f6,9
cff2f74c-25eb-4a60-9f62-8ce4319f34c0,219
f88d81f4-cd78-498a-8024-8cbd4236fb2f,5
c5ca8cbc-c972-4051-9cd1-a71bbcb16efb,7
f7eb6b61-c373-4a5a-867b-6b658338866b,4
19450def-c282-4eee-8b6b-c80b5fc025f0,4
3a1bedaa-abda-4fdf-802c-db559b0abb6c,3
fc2d380e-3f07-46f7-9b71-abce85719226,7
c9b04c20-b97e-4696-995a-e55649e8b624,3
94f33bf8-382e-490a-bd71-3e40800a11c7,3
5ed691c8-e18f-4ad2-be8a-0933180901b8,3
b133681b-eb74-4831-a4be-37ffcb101c6f,3
356a288a-8da1-4576-87e5-02f6f01d3ea0,13
b8f446df-2c13-4c91-8c33-b4ff8cf72398,13
d0a68253-3b56-4382-9c42-72a4e33e8357,7
4db71e83-bd12-43ea-acd6-bd8c859c921f,4
2bfd7339-58f2-40af-8854-47d4a0200f2a,7
3d754554-33be-4f43-bbdf-b0e82f5db734,3
f25728d0-2c61-47d2-9f1b-0cdd648fe42f,4
a870732a-9679-4e0d-b6dd-7f622aa922b9,7
