id,count
bcdc7853-3d44-42a4-9393-53bb60010a08,229
df28b55b-3145-4a4a-ae1f-1564887e7516,29
797427ff-fcd3-4a32-adf7-0c8fa344d47a,7
12e41cfa-6f62-47aa-bf5d-9385a877ca81,19
65d5e63b-ed13-4c0c-a8f5-27d40b8fedd2,13
1edc1dab-0aee-48d9-b1a3-2e5f7e0bc2a5,23
4bafed4d-f9cb-4f6d-a0ab-027992cab27b,4
5c4c180a-7f5e-4006-8642-936def516280,466
6b0fd895-6e6c-445d-a35d-4e637d21f2a2,169
401e2c04-3286-4cce-b2ab-7d9f879830a7,177
b1322aa0-a181-4c60-9453-39ed10723735,7
a3dc37f5-c568-4e07-9ea5-b5e0597ca937,957
1d4f5ead-0fb0-47ab-8519-f3bd54513261,55
1382b710-0242-47b5-9323-142927901540,28
d9bb98cd-1d5e-4ad4-bc43-d2dfc425e7e7,901
94f9da3c-e5c9-46dd-8337-ad1b19c72f56,50
a28fa096-d64b-46f8-9ba3-5896386dbb02,21
795c1844-1005-46e2-8dae-514a40dfd9ae,4
b138aebb-9b41-4e08-b0a8-2336c3487ce6,24
2ed1a3b7-e616-4483-a422-a4533c705989,49
f433a02d-4274-4e75-9574-73ac5bd236d8,21
af98797e-3a05-4c83-b757-8c8ae8226e88,4
ba295ab3-07ea-433b-878b-0e23836ee307,25
2e57e740-02bf-4cc0-8a68-a9b8db5f243d,124
c3a5f6da-074c-454b-9ca2-80a76bdf53c0,19
61466114-e3ff-4d24-8fcd-3cc2e533dfec,86
37820018-2696-469b-85db-9ad502445b15,16
160bde42-6822-44e9-9705-0399dd4ac34a,67
5d1c1a95-0767-4bf0-8f6b-93b31c2ce774,169
98896f86-a2ca-4615-abd3-6ddd9716ac05,25
ed899d4c-5e42-451e-8220-e191eaff2a1a,7
71e9047b-80a0-4d28-92a5-69e243ef8dd4,4
7dd7e7de-95ee-4a27-bff5-eeff2c4a4d94,391
d45d961a-c19a-4b7d-92f5-3b4682021d09,7
374f733e-2090-4f60-b3c4-a9bdc50ea373,13
c1ab8547-7160-45cf-87e8-c3bd7e70a99a,10
fa469a47-b859-4d84-9711-8ccb27c8c04e,7
1c38d0b3-8306-494f-b5b1-b97c9c2b266a,4
ba73c036-01cd-4667-ac8b-b8857d14b425,280
6a2dbaf6-812f-433f-92eb-be04bc3c01ce,5
833192d6-d51e-4e5c-b601-69e80475343f,153
13f607f3-bffe-4c99-b77a-7ec8e62373c9,658
616c94a1-264b-4ca9-abd5-f7d99fbb4db9,113
eee63a95-93c3-4b7a-8693-77e21210fc9b,7
16cdd4b5-25f4-4845-a5bb-9c5978ae5901,13
3577e501-8c1e-43fc-ba93-6437e398b35b,124
43807158-9c18-4f65-be05-24d88bbc1e8f,196
d8599484-b91e-4d4a-bfde-2750520752b4,4
803087ca-df2d-4db7-b80e-b94a23f5e8b1,9
3578df7d-8db0-442d-9956-d7dd996b497a,133
0b624fe8-5777-4555-821d-600f52ade4a4,10
af666f90-8408-4956-9ae4-23895fccc658,17
ce662e4f-08a3-41bf-be80-ebf038ffa643,136
16e51443-d069-4964-8025-8c83695d7ece,115
541da4c5-8a35-4428-8d86-a57152b35588,13
29a57d9d-2b86-4306-9c9d-d2da4c06011c,1269
63860b87-1b78-4317-b171-f9526557bbf4,4
4a28f601-63e6-4bee-8c07-4d66cb90c339,7
95e55432-b2b9-4640-9cb7-278b0744e67a,17
0e433adb-e9b6-4a96-ba1f-763a6c796096,461
bc25eaa8-c02b-4008-bdfc-ab8086388546,15
0ca52609-9581-4d9f-a7ef-3e4cc3ad261e,10
4aa95e6c-e53e-46ab-9a5a-bef5d074c127,4
6a7c064b-578c-4e23-82d1-572262247796,25
aedb130b-edbc-45fa-8059-19208d3fbb8b,7
be74cc4d-9b29-4815-a448-ff30b0864dde,5
487c07cd-9695-4e97-ab08-e4f40050eea9,49
5ab0ba42-fade-4416-9770-95e070bfe902,4
10f6f86a-a1e6-4a03-9860-c442320ef4ff,13
9583d7b0-642d-4a6c-91e5-01ce96549792,427
aa0963cc-5044-42b9-b079-dd60292cc655,37
fbbaca88-1e82-4a76-a8af-ef3f193cc104,7
ea1d66e4-e051-423a-b2db-cb7ec5202bbf,281
a753e85e-c545-4f38-b5bb-5e2abfcd0d62,4
ad916c0f-431a-4da7-a852-a50c50e5752d,10
2139e7db-b323-4df6-8b73-28a3dd98f8a3,4080
c7fee1fd-e575-4360-93da-715e59b1e92c,139
e5605357-1517-483b-9f48-0c25ba6ed106,103
e3ce82f1-95c0-4e4c-a60d-f4a86876d25f,15
30937179-5006-43c0-a4cc-24324af97d72,15
d1bb01d2-34b7-415b-b887-146370b8b3d7,31
92b67418-91c6-4fc6-9e1c-980f509b68c6,10
e465d4d2-985f-45da-85f3-92fc6b38ad5a,82
4b97408a-22cb-4b84-9c55-122825ead5a7,115
