id,count
34dd71e3-2428-4cec-93ae-a8ff0fa5995b,5
1edc1dab-0aee-48d9-b1a3-2e5f7e0bc2a5,7
75ab35e7-01b2-41b3-ad2d-3576cb9d9096,5
3f9447d4-fec6-4f59-8d8f-a645a9e44cfd,9
5436410a-64ef-4f14-b8ec-46737f60712c,9
d257bdfb-87db-4541-992b-23841b5055d5,33
580ab8be-eebb-46ea-918f-6164cf970dcb,9
28bd6871-92c7-45d5-9d8a-bb80d16a3310,9
7468a8b3-7cb5-4df8-aebc-2c50da856fcb,89
61466114-e3ff-4d24-8fcd-3cc2e533dfec,7
35e0df63-8eaa-4de7-94f5-6ce765398a74,34
d0a68253-3b56-4382-9c42-72a4e33e8357,10
4e4bc9b6-dd3d-4240-b196-afa7f7ae7bf4,5
16cdd4b5-25f4-4845-a5bb-9c5978ae5901,5
3d754554-33be-4f43-bbdf-b0e82f5db734,73
1e1a6209-89c5-4156-bc72-eeb00a832a96,7
1f06cc00-9473-4281-b602-3bced82a6de4,11
e59e8fcd-558c-45fd-846b-cc3ea59ae2b8,5
61e61c8f-6f56-4361-9c1b-ffeb0f42d960,1117
