id,count
ab1d0c5e-6cfc-4986-bdd8-f7a30f3c1c6f,5
9aa6fc33-fb8f-4e2a-9cb8-e9388de631f0,7
16100db0-a7f4-445f-86c4-292819676e6c,16
22a24ea4-bd89-47ee-b575-4c6adb820a1b,7
a8edf928-6d1f-4d84-b488-4ec3cb09ff79,4
5b314ea8-05f7-4a8f-87d6-c80ed5246800,4
c799d146-a02a-411c-9bb7-0c0f367cf2bf,46
d79fb1ff-8d28-44d4-8450-5e93ae80a839,4
cf288c79-7f3a-4eda-9e60-621cb91ac239,4
88709204-95bd-4eaa-9996-981a588c84de,3
4f96c670-111a-4d1e-b324-fce41fa3ba95,4
91f0e575-6a12-47ef-8232-ccc47e71e6a7,5
9ca7d199-f21e-4c5b-a3de-fb856e276e51,4
aefd0297-a6dc-40e1-8515-855a861bca96,10
0aaef948-b443-4114-94b0-fb47f47bc1fd,7
5189f5bf-d784-45b0-be01-4b5a8d60bf78,7
6feab801-5184-4a08-95de-05588f29e01d,4
6e6d1064-3866-43b7-9033-320bab129d4d,5
e20bccbf-ad6e-4679-838d-79ed5eea0aff,7
e754f43c-06b3-43e2-ad02-1238f5fd936d,4
9030d516-dbc3-49c8-88a8-5c7f353f8399,4
20d262fc-0192-42a3-b8cd-8ad4a0cf220d,13
bff12abc-c41b-4139-b85f-a0ea88b31884,7
43607b76-8504-4738-b696-628ca8de8455,4
e2b58e41-6410-48a2-8cf0-c7ad2e254d25,4
fe6257ad-4279-4ca1-a9e6-9a1d30bbae61,5
a7c53650-869a-413f-a28a-59ffecafe50f,11
9f515cdb-8c66-4339-9eec-27c3968587ba,6
92eb1fa0-4f76-4dd9-985b-281fe1c84a8f,4
0c651649-42df-45b9-863e-4df617fbebce,4
a3dc37f5-c568-4e07-9ea5-b5e0597ca937,5
a7257aa8-5ebe-4e11-bf47-27c47f20112c,4
cb03a58a-86b3-441e-afed-3925a4349dbb,4
9e606801-582f-48b4-baa4-be70b9d01353,4
fbcda68b-3840-4c08-b587-c8d64b56ab31,7
7f358294-0c45-4ae5-89b7-53af12da1f21,5
788c6aaf-ec7e-4e47-8166-ace241c23709,4
9a786ff0-4c13-4e20-a27f-75511386abe4,4
b7932ba5-75aa-4037-a0b5-4f30b8cdad75,4
2139e7db-b323-4df6-8b73-28a3dd98f8a3,4
b9ea0144-824d-45cd-9692-cc17c0fe8dc9,106
3939b558-0d5f-4c93-af33-709d95ee3dcc,4
3aa66fa4-b65e-4eb2-b710-51539d9a2c68,4
e7f2d99f-c76e-468a-849e-83421a557364,4
3be6b05c-aedb-4336-8827-cfda58f95eca,4
2296bc80-20b1-42ae-8bc9-c84558fe1c43,4
85ab46ad-09d6-48dc-ab23-87756d0d9c07,19
68cc2923-c869-40c0-b8e5-79d70ae4ff7e,34
824c8672-74c8-46b8-9696-70459b996ea4,7
d3610dd3-f861-4c12-8db3-02a09afd293e,5
e435a575-aa6a-44a8-b519-8085b86bf3bd,5
678f8c07-aa26-4bce-ac19-59f438617eb8,4
37820018-2696-469b-85db-9ad502445b15,4
84f24b1d-76bd-4579-8100-b8aede8e2c03,4
db8f06fc-d248-4614-b1e4-07e42a980e1a,16
347cc3b4-8594-48e5-8f2e-2ff4c8e06891,4
689d4e79-70e7-4615-a2c3-ff7b873ac43c,4
f769dfaf-e353-4105-b244-445594081553,7
13c6480c-872a-4217-9f8d-b2505927c9c7,4
797427ff-fcd3-4a32-adf7-0c8fa344d47a,19
af0701ee-0f48-4e65-99b3-58c459c75dd4,9
f88d81f4-cd78-498a-8024-8cbd4236fb2f,4
cc743049-c779-4ab5-9ff1-3f25511bd763,4
