id,count
75874437-81c8-4d78-83a5-58ef2f85451a,16
5211908a-e4ee-41fc-9543-850644b31229,19
dab139ec-513a-4258-92e0-a9af9b2123b7,55
b92a04bb-604a-446e-a580-774011078dfd,7
594d1664-62a9-4cd1-b850-d15e1b0d605e,4
220184fc-af02-42ad-87ed-082542eb4aea,28
e25a84fe-52a4-46c2-859f-8fde344dc9fc,13
a2361b4f-1aa4-4c9b-8ebb-38c6e4182a86,10
058c0289-fdcb-4a7d-90e9-95558cbf0296,10
76f5b900-04a3-4983-be08-e60b719f0cbb,7
281ed02a-9ca9-4c91-97b8-e78655130303,7
596653d0-8403-4541-82a0-e99279f0d7f9,13
50b7ea99-fc28-4473-a58a-d1ce5ef3c4f4,4
4cfe9412-b867-43eb-829c-cd1ead2702b4,22
e92a9022-3300-407e-be41-f04a008db7b1,13
217bca75-2e86-4695-88a4-72f7c3d65307,29
3b0c45a5-8a27-4241-9251-f53becd8c965,4
cdc581ef-5668-43c3-a2b7-7ad77f33e351,10
f9fe2290-015b-499e-8be6-cfc8172d0f94,4
fb5b4445-85ed-4116-9744-efe7c4364d4e,61
81003997-8846-4199-924e-33d1d80b82f0,4
ee51655c-4e92-47b2-b5e6-941a2042b411,10
61a940e1-2d29-4032-a95e-905eab084414,10
ae49ca14-c223-413c-a624-d01cb49a8840,10
5754458c-67f0-4034-91c7-7f53febc1361,16
