id,count
d2e94f63-7f70-430d-a74c-b9a387a92c17,5
ed0a7b7d-5b0c-41cb-a949-5d4e880817fc,7
67b942c9-e5dc-417a-b029-0e215fdf623c,7
3876b042-d893-4469-9b56-c31bece2670e,7
bac59d19-c8ac-4372-8cb4-736722a51eac,7
51817f01-2692-4301-be82-787e5f47a50a,4
ad74a862-099c-4014-a6c8-efc7b87632e2,4
2139e7db-b323-4df6-8b73-28a3dd98f8a3,5
70fd3aa6-4f37-48ba-85ca-dd2c8d1b3d0d,5
d3bb44a4-a761-428a-9ecb-375d09c6db36,5
cfd5dc31-2bc4-4868-9723-a84c81847b91,3
0fea97cb-0182-4687-a2f3-0cdd0bc3331d,7
786b7f27-8906-45d4-894a-fcf5a4da4f60,7
a6d51609-4054-4f49-acbb-5d132d53f998,7
3da98f21-fd81-439d-a4ab-efd6a5a9ac7e,7
ba73c036-01cd-4667-ac8b-b8857d14b425,5
a06406a4-10e2-4cb1-9826-ca46e4005eee,5
3e8d4884-7da0-4cd4-bde9-56a95a492d7f,27
600fc5c3-9fe7-4d6a-aecd-9eb0eefbe862,7
e33fc56e-6f46-4cb4-90d6-8585a038d5c4,7
f6230bc1-511d-4a8f-8f8e-0fdac6dd496b,5
6e4a4383-99ff-4728-877f-534f940f2231,4
61466114-e3ff-4d24-8fcd-3cc2e533dfec,5
d46b8d6b-ea38-41a6-a5f1-ef5275001c51,3
256c7583-0f1a-4497-a108-283338a1ffd3,7
45cde08a-c535-47f5-957c-a5cd80dd80ad,7
f58882a0-0957-42ea-8cb1-2e1b5ceb68ba,2
87163006-d81a-4748-bc0b-34b4908e3b27,3
c2f1d1cf-f5e2-4900-9d9e-5aaf572643d0,2
5a35e959-8536-46d8-a4c9-ba0c48108167,5
a3dc37f5-c568-4e07-9ea5-b5e0597ca937,7
9e706d49-6705-4255-bff6-17ed0626999d,7
ae6e8744-da0c-4fc3-9441-0ebeb97c2607,3
2ce1496e-6d1a-4591-a136-77ab3cd3b067,7
d845b426-5193-4a36-8e6a-77d34308900d,23
a9fab8be-1c47-49d4-801e-c6d0dff91b1a,2
