id,count
937a1400-ca29-46c0-9721-fd7a9770d7fe,52
66428ba5-5916-4912-8555-07c50268e1f7,57
0dadbe77-fc0f-412e-bf72-43c59a8d7d31,9
5ad8072e-f882-49ba-8fb5-d2b1526fc971,10
5c3335b0-5ccd-48fa-9450-d9df15013f21,91
c3a5f6da-074c-454b-9ca2-80a76bdf53c0,28
058c0289-fdcb-4a7d-90e9-95558cbf0296,10
90b19140-902a-4fd3-950c-d62240b32232,25
9025b720-3878-40bd-9748-5da70d052437,4
3c2294a2-52ce-4753-90af-dba57080dde7,7
e3704b16-dd34-4b49-adef-fd70a38ba10a,10
aab85e43-caf8-4817-b840-5fc302addfd4,4
85ab46ad-09d6-48dc-ab23-87756d0d9c07,4
62582414-dfb8-42e2-866b-f7c8c3d16257,13
c395642e-11a2-48c0-84ba-9dfb4ab6dda9,82
9b29f45f-2465-4df0-8328-5bed762d975d,25
61e61c8f-6f56-4361-9c1b-ffeb0f42d960,10
38a85216-e40d-4fa5-9059-0b3353c8f644,25
ee2fa988-ef19-4c30-b55c-9659f238e27c,33
