id,count
bcdc7853-3d44-42a4-9393-53bb60010a08,202
2929d7e1-bf13-4a38-a293-feabb96f6078,4
12e41cfa-6f62-47aa-bf5d-9385a877ca81,787
75874437-81c8-4d78-83a5-58ef2f85451a,16
b9068157-ffdd-459c-9d34-cc00a448bc2a,460
dab139ec-513a-4258-92e0-a9af9b2123b7,10
401e2c04-3286-4cce-b2ab-7d9f879830a7,4
b1322aa0-a181-4c60-9453-39ed10723735,832
56033add-0af7-4d77-8b3f-734012d10c0a,7
a3dc37f5-c568-4e07-9ea5-b5e0597ca937,5166
d9bb98cd-1d5e-4ad4-bc43-d2dfc425e7e7,640
87163006-d81a-4748-bc0b-34b4908e3b27,343
b138aebb-9b41-4e08-b0a8-2336c3487ce6,848
f433a02d-4274-4e75-9574-73ac5bd236d8,2367
2e57e740-02bf-4cc0-8a68-a9b8db5f243d,796
c0cfaa30-9db7-48c5-b48c-046feb406d75,4
71540b1f-2139-42bc-935c-8ce1f007f54b,4
35ca4253-5cee-470f-a092-a33407b18fdb,10
7dfba7e3-9f1b-4200-8412-d71f45793375,73
7dd7e7de-95ee-4a27-bff5-eeff2c4a4d94,1039
a7ca5bfd-1c8b-4af9-b1f5-2211365ba7d7,533
d1998c19-84c7-4e5e-8e0b-3090006b1a11,10
833192d6-d51e-4e5c-b601-69e80475343f,9
13f607f3-bffe-4c99-b77a-7ec8e62373c9,809
3577e501-8c1e-43fc-ba93-6437e398b35b,304
e296a901-b94f-4255-9bd4-b9c31bc19727,1279
16100db0-a7f4-445f-86c4-292819676e6c,4
e823bf21-310c-45c9-99b2-5956090575a7,565
ce662e4f-08a3-41bf-be80-ebf038ffa643,4
16e51443-d069-4964-8025-8c83695d7ece,229
77fc999e-90b1-4966-b671-d56526995c7b,7
4efd007c-def4-4af3-b674-54c161ad9c69,961
be74cc4d-9b29-4815-a448-ff30b0864dde,1141
aa0963cc-5044-42b9-b079-dd60292cc655,25
5f65f1ca-29c8-4436-ae9b-f3658b3dfa1b,877
b1670e69-9101-4269-a565-a25f8eec2e03,1465
51817f01-2692-4301-be82-787e5f47a50a,751
2139e7db-b323-4df6-8b73-28a3dd98f8a3,1009
ee2fa988-ef19-4c30-b55c-9659f238e27c,5
e5605357-1517-483b-9f48-0c25ba6ed106,295
e3ce82f1-95c0-4e4c-a60d-f4a86876d25f,17
f08ad6ee-e308-4cd4-952a-82356ffe0397,7
