id,count
10353c51-d348-4cdd-b955-9d4379232460,19
d757e659-f68b-4eba-a9c2-fcd6ae530f34,4
509a97a3-9dfb-4fe9-8fdc-d77bb4159b3c,5
ada28621-340a-4aeb-bc9b-e3fa17ac198f,13
0bd66d39-8e81-4f64-a82d-56e9868f7c88,4
2465ae9d-ca3b-4d7e-af5f-986648f29203,9
b554e97c-9fa5-4576-b933-6e31585047a5,4
7ae978d7-f9e2-48e9-9a76-207d2d1f5064,14
db30cbcd-6862-4085-ae91-403151e097f3,19
82c96542-6e19-4d58-968d-4438839d213f,22
ba7956e0-d3ac-419a-9020-223324b10738,8
7b4e71b6-9d1b-4096-9b9c-2c97c69cb34e,1216
e74484b9-7924-4cf8-a0d4-2dbac48d3e69,1039
54367ec6-3627-4a30-a224-4e588cc464d6,19
40f457cf-cb03-42ce-98dd-ed7c126a23a0,211
718b1016-f95f-4311-83ec-fa8c381f12fb,37
6fe20176-d59d-46db-a5df-ef2483fa4f16,145
a95b5d3b-fcf2-49b1-9cd2-cff0df610f2a,10
51d8459f-d2cd-414e-8094-14679c9ed89f,205
e242805a-86ef-4529-9961-42170e4b38c5,13
7afc2201-e6ee-403c-a74c-03c15c726cc8,81
c18627eb-6271-4cf2-9670-cddbbc82d40a,7
4ac8078b-2aad-4f37-810c-4aede4317576,33
b1670e69-9101-4269-a565-a25f8eec2e03,69
2139e7db-b323-4df6-8b73-28a3dd98f8a3,7
256c7583-0f1a-4497-a108-283338a1ffd3,13
